136,3160,3163,0.755010582,7509,1200,FALSE,0
137,3160,3165,0.845364658,1279,53,FALSE,0
138,3160,3166,0.863864789,7903,1202,FALSE,0
139,3160,3167,0.611331179,10118,1499,FALSE,0
140,3161,3162,0.381338729,7572,1163,FALSE,0
141,3161,3163,0.750724383,1493,280,FALSE,0
142,3161,3165,0.796443546,4737,867,FALSE,0
143,3161,3166,0.85614404,1887,282,FALSE,0
144,3161,3167,0.600471384,4102,579,FALSE,0
145,3162,3163,0.440740586,6079,883,FALSE,0
146,3162,3165,0.390804598,12309,2030,FALSE,0
147,3162,3166,0.374788621,5685,881,FALSE,0
148,3162,3167,0.582239106,3470,584,FALSE,0
149,3163,3165,0.773228523,6230,1147,FALSE,0
150,3163,3166,0.737796304,394,2,FALSE,0
151,3163,3167,0.653889588,2609,299,FALSE,0
152,3165,3166,0.873073779,6624,1149,TRUE,0
153,3165,3167,0.640934013,8839,1446,FALSE,0
154,3166,3167,0.593544254,2215,297,FALSE,0
